# Time(s)     R            T            Z
 4.11000e-01 -3.58957e-03 -1.55731e-02 -5.38869e-03
 4.12000e-01 -3.99947e-03 -1.58196e-02 -5.65664e-03
 4.13000e-01 -4.38339e-03 -1.60655e-02 -5.83889e-03
 4.14000e-01 -4.81739e-03 -1.63106e-02 -6.09566e-03
 4.15000e-01 -5.22568e-03 -1.65548e-02 -6.26685e-03
 4.16000e-01 -5.68432e-03 -1.67981e-02 -6.51286e-03
 4.17000e-01 -6.11744e-03 -1.70404e-02 -6.67358e-03
 4.18000e-01 -6.60110e-03 -1.72817e-02 -6.90955e-03
 4.19000e-01 -7.05930e-03 -1.75220e-02 -7.06065e-03
 4.20000e-01 -7.56810e-03 -1.77615e-02 -7.28761e-03
 4.21000e-01 -8.05140e-03 -1.80003e-02 -7.43025e-03
 4.22000e-01 -8.58523e-03 -1.82384e-02 -7.64947e-03
 4.23000e-01 -9.09338e-03 -1.84761e-02 -7.78505e-03
 4.24000e-01 -9.65183e-03 -1.87136e-02 -7.99802e-03
 4.25000e-01 -1.01842e-02 -1.89511e-02 -8.12810e-03
 4.26000e-01 -1.07666e-02 -1.91888e-02 -8.33645e-03
 4.27000e-01 -1.13223e-02 -1.94269e-02 -8.46269e-03
 4.28000e-01 -1.19274e-02 -1.96658e-02 -8.66810e-03
 4.29000e-01 -1.25052e-02 -1.99055e-02 -8.79217e-03
 4.30000e-01 -1.31316e-02 -2.01463e-02 -8.99625e-03
 4.31000e-01 -1.37296e-02 -2.03885e-02 -9.11973e-03
 4.32000e-01 -1.43752e-02 -2.06320e-02 -9.32399e-03
 4.33000e-01 -1.49913e-02 -2.08772e-02 -9.44824e-03
 4.34000e-01 -1.56537e-02 -2.11239e-02 -9.65393e-03
 4.35000e-01 -1.62850e-02 -2.13723e-02 -9.78007e-03
 4.36000e-01 -1.69611e-02 -2.16224e-02 -9.98811e-03
 4.37000e-01 -1.76043e-02 -2.18739e-02 -1.01169e-02
 4.38000e-01 -1.82904e-02 -2.21268e-02 -1.03278e-02
 4.39000e-01 -1.89415e-02 -2.23809e-02 -1.04595e-02
 4.40000e-01 -1.96332e-02 -2.26358e-02 -1.06734e-02
 4.41000e-01 -2.02876e-02 -2.28912e-02 -1.08079e-02
 4.42000e-01 -2.09800e-02 -2.31466e-02 -1.10243e-02
 4.43000e-01 -2.16322e-02 -2.34015e-02 -1.11608e-02
 4.44000e-01 -2.23194e-02 -2.36552e-02 -1.13789e-02
 4.45000e-01 -2.29634e-02 -2.39072e-02 -1.15163e-02
 4.46000e-01 -2.36392e-02 -2.41566e-02 -1.17344e-02
 4.47000e-01 -2.42681e-02 -2.44026e-02 -1.18710e-02
 4.48000e-01 -2.49253e-02 -2.46444e-02 -1.20873e-02
 4.49000e-01 -2.55320e-02 -2.48809e-02 -1.22209e-02
 4.50000e-01 -2.61629e-02 -2.51112e-02 -1.24330e-02
 4.51000e-01 -2.67394e-02 -2.53342e-02 -1.25609e-02
 4.52000e-01 -2.73362e-02 -2.55488e-02 -1.27660e-02
 4.53000e-01 -2.78743e-02 -2.57539e-02 -1.28854e-02
 4.54000e-01 -2.84287e-02 -2.59484e-02 -1.30805e-02
 4.55000e-01 -2.89203e-02 -2.61310e-02 -1.31883e-02
 4.56000e-01 -2.94240e-02 -2.63006e-02 -1.33702e-02
 4.57000e-01 -2.98610e-02 -2.64562e-02 -1.34631e-02
 4.58000e-01 -3.03063e-02 -2.65965e-02 -1.36287e-02
 4.59000e-01 -3.06810e-02 -2.67206e-02 -1.37038e-02
 4.60000e-01 -3.10606e-02 -2.68273e-02 -1.38500e-02
 4.61000e-01 -3.13664e-02 -2.69159e-02 -1.39043e-02
 4.62000e-01 -3.16740e-02 -2.69853e-02 -1.40285e-02
 4.63000e-01 -3.19052e-02 -2.70350e-02 -1.40596e-02
 4.64000e-01 -3.21358e-02 -2.70641e-02 -1.41596e-02
 4.65000e-01 -3.22880e-02 -2.70721e-02 -1.41655e-02
 4.66000e-01 -3.24382e-02 -2.70586e-02 -1.42398e-02
 4.67000e-01 -3.25088e-02 -2.70233e-02 -1.42193e-02
 4.68000e-01 -3.25768e-02 -2.69661e-02 -1.42667e-02
 4.69000e-01 -3.25649e-02 -2.68868e-02 -1.42191e-02
 4.70000e-01 -3.25507e-02 -2.67856e-02 -1.42395e-02
 4.71000e-01 -3.24573e-02 -2.66627e-02 -1.41650e-02
 4.72000e-01 -3.23627e-02 -2.65184e-02 -1.41588e-02
 4.73000e-01 -3.21905e-02 -2.63533e-02 -1.40580e-02
 4.74000e-01 -3.20192e-02 -2.61679e-02 -1.40263e-02
 4.75000e-01 -3.17726e-02 -2.59631e-02 -1.39007e-02
 4.76000e-01 -3.15297e-02 -2.57395e-02 -1.38450e-02
 4.77000e-01 -3.12145e-02 -2.54981e-02 -1.36964e-02
 4.78000e-01 -3.09064e-02 -2.52399e-02 -1.36188e-02
 4.79000e-01 -3.05296e-02 -2.49661e-02 -1.34494e-02
 4.80000e-01 -3.01637e-02 -2.46776e-02 -1.33521e-02
 4.81000e-01 -2.97332e-02 -2.43758e-02 -1.31641e-02
 4.82000e-01 -2.93178e-02 -2.40618e-02 -1.30496e-02
 4.83000e-01 -2.88418e-02 -2.37370e-02 -1.28454e-02
 4.84000e-01 -2.83853e-02 -2.34024e-02 -1.27160e-02
 4.85000e-01 -2.78726e-02 -2.30595e-02 -1.24980e-02
 4.86000e-01 -2.73836e-02 -2.27095e-02 -1.23557e-02
 4.87000e-01 -2.68427e-02 -2.23536e-02 -1.21259e-02
 4.88000e-01 -2.63296e-02 -2.19930e-02 -1.19728e-02
 4.89000e-01 -2.57687e-02 -2.16291e-02 -1.17329e-02
 4.90000e-01 -2.52397e-02 -2.12628e-02 -1.15706e-02
 4.91000e-01 -2.46667e-02 -2.08955e-02 -1.13221e-02
 4.92000e-01 -2.41292e-02 -2.05280e-02 -1.11518e-02
 4.93000e-01 -2.35512e-02 -2.01616e-02 -1.08958e-02
 4.94000e-01 -2.30121e-02 -1.97970e-02 -1.07186e-02
 4.95000e-01 -2.24355e-02 -1.94354e-02 -1.04560e-02
 4.96000e-01 -2.19009e-02 -1.90775e-02 -1.02724e-02
 4.97000e-01 -2.13315e-02 -1.87241e-02 -1.00037e-02
 4.98000e-01 -2.08067e-02 -1.83759e-02 -9.81443e-03
 4.99000e-01 -2.02495e-02 -1.80338e-02 -9.54005e-03
 5.00000e-01 -1.97390e-02 -1.76982e-02 -9.34530e-03
 5.01000e-01 -1.91980e-02 -1.73698e-02 -9.06557e-03
 5.02000e-01 -1.87056e-02 -1.70491e-02 -8.86568e-03
 5.03000e-01 -1.81843e-02 -1.67365e-02 -8.58092e-03
 5.04000e-01 -1.77130e-02 -1.64324e-02 -8.37622e-03
 5.05000e-01 -1.72141e-02 -1.61371e-02 -8.08679e-03
 5.06000e-01 -1.67663e-02 -1.58510e-02 -7.87771e-03
 5.07000e-01 -1.62919e-02 -1.55742e-02 -7.58412e-03
 5.08000e-01 -1.58694e-02 -1.53070e-02 -7.37123e-03
 5.09000e-01 -1.54210e-02 -1.50495e-02 -7.07412e-03
 5.10000e-01 -1.50252e-02 -1.48018e-02 -6.85817e-03
 5.11000e-01 -1.46039e-02 -1.45640e-02 -6.55837e-03
 5.12000e-01 -1.42356e-02 -1.43359e-02 -6.34026e-03
 5.13000e-01 -1.38420e-02 -1.41177e-02 -6.03876e-03
 5.14000e-01 -1.35017e-02 -1.39093e-02 -5.81954e-03
 5.15000e-01 -1.31363e-02 -1.37106e-02 -5.51747e-03
 5.16000e-01 -1.28243e-02 -1.35213e-02 -5.29833e-03
 5.17000e-01 -1.24873e-02 -1.33415e-02 -4.99689e-03
 5.18000e-01 -1.22036e-02 -1.31708e-02 -4.77907e-03
 5.19000e-01 -1.18949e-02 -1.30092e-02 -4.47952e-03
 5.20000e-01 -1.16396e-02 -1.28563e-02 -4.26427e-03
 5.21000e-01 -1.13591e-02 -1.27119e-02 -3.96785e-03
 5.22000e-01 -1.11320e-02 -1.25757e-02 -3.75637e-03
 5.23000e-01 -1.08796e-02 -1.24475e-02 -3.46425e-03
 5.24000e-01 -1.06805e-02 -1.23269e-02 -3.25767e-03
 5.25000e-01 -1.04560e-02 -1.22136e-02 -2.97090e-03
 5.26000e-01 -1.02848e-02 -1.21073e-02 -2.77020e-03
 5.27000e-01 -1.00880e-02 -1.20076e-02 -2.48968e-03
 5.28000e-01 -9.94452e-03 -1.19142e-02 -2.29566e-03
 5.29000e-01 -9.77542e-03 -1.18268e-02 -2.02211e-03
 5.30000e-01 -9.65950e-03 -1.17448e-02 -1.83540e-03
 5.31000e-01 -9.51790e-03 -1.16681e-02 -1.56933e-03
 5.32000e-01 -9.42946e-03 -1.15961e-02 -1.39035e-03
 5.33000e-01 -9.31525e-03 -1.15286e-02 -1.13210e-03
 5.34000e-01 -9.25418e-03 -1.14651e-02 -9.61073e-04
 5.35000e-01 -9.16725e-03 -1.14052e-02 -7.10756e-04
 5.36000e-01 -9.13340e-03 -1.13487e-02 -5.47723e-04
 5.37000e-01 -9.07359e-03 -1.12951e-02 -3.05298e-04
 5.38000e-01 -9.06677e-03 -1.12441e-02 -1.50124e-04
 5.39000e-01 -9.03385e-03 -1.11953e-02  8.46190e-05
 5.40000e-01 -9.05379e-03 -1.11484e-02  2.32211e-04
 5.41000e-01 -9.04740e-03 -1.11031e-02  4.59616e-04
 5.42000e-01 -9.09369e-03 -1.10590e-02  6.00030e-04
 5.43000e-01 -9.11335e-03 -1.10160e-02  8.20550e-04
 5.44000e-01 -9.18539e-03 -1.09736e-02  9.54287e-04
 5.45000e-01 -9.23040e-03 -1.09317e-02  1.16847e-03
 5.46000e-01 -9.32739e-03 -1.08900e-02  1.29611e-03
 5.47000e-01 -9.39684e-03 -1.08483e-02  1.50456e-03
 5.48000e-01 -9.51773e-03 -1.08063e-02  1.62675e-03
 5.49000e-01 -9.61042e-03 -1.07639e-02  1.83014e-03
 5.50000e-01 -9.75388e-03 -1.07208e-02  1.94756e-03
 5.51000e-01 -9.86833e-03 -1.06770e-02  2.14662e-03
 5.52000e-01 -1.00327e-02 -1.06323e-02  2.26002e-03
 5.53000e-01 -1.01671e-02 -1.05864e-02  2.45548e-03
 5.54000e-01 -1.03505e-02 -1.05393e-02  2.56564e-03
 5.55000e-01 -1.05027e-02 -1.04909e-02  2.75833e-03
 5.56000e-01 -1.07028e-02 -1.04409e-02  2.86607e-03
 5.57000e-01 -1.08704e-02 -1.03892e-02  3.05684e-03
 5.58000e-01 -1.10845e-02 -1.03358e-02  3.16306e-03
 5.59000e-01 -1.12647e-02 -1.02803e-02  3.35282e-03
 5.60000e-01 -1.14898e-02 -1.02227e-02  3.45847e-03
 5.61000e-01 -1.16795e-02 -1.01628e-02  3.64821e-03
 5.62000e-01 -1.19124e-02 -1.01003e-02  3.75430e-03
 5.63000e-01 -1.21081e-02 -1.00350e-02  3.94510e-03
 5.64000e-01 -1.23453e-02 -9.96676e-03  4.05274e-03
 5.65000e-01 -1.25433e-02 -9.89524e-03  4.24572e-03
 5.66000e-01 -1.27808e-02 -9.82014e-03  4.35611e-03
 5.67000e-01 -1.29771e-02 -9.74117e-03  4.55252e-03
 5.68000e-01 -1.32109e-02 -9.65796e-03  4.66692e-03
 5.69000e-01 -1.34013e-02 -9.57017e-03  4.86807e-03
 5.70000e-01 -1.36271e-02 -9.47739e-03  4.98783e-03
 5.71000e-01 -1.38072e-02 -9.37922e-03  5.19510e-03
 5.72000e-01 -1.40205e-02 -9.27523e-03  5.32165e-03
 5.73000e-01 -1.41860e-02 -9.16497e-03  5.53649e-03
 5.74000e-01 -1.43823e-02 -9.04797e-03  5.67129e-03
 5.75000e-01 -1.45286e-02 -8.92378e-03  5.89516e-03
 5.76000e-01 -1.47036e-02 -8.79190e-03  6.03968e-03
 5.77000e-01 -1.48262e-02 -8.65189e-03  6.27407e-03
 5.78000e-01 -1.49755e-02 -8.50326e-03  6.42976e-03
 5.79000e-01 -1.50703e-02 -8.34559e-03  6.67608e-03
 5.80000e-01 -1.51899e-02 -8.17841e-03  6.84432e-03
 5.81000e-01 -1.52530e-02 -8.00135e-03  7.10390e-03
 5.82000e-01 -1.53391e-02 -7.81402e-03  7.28596e-03
 5.83000e-01 -1.53671e-02 -7.61610e-03  7.55997e-03
 5.84000e-01 -1.54164e-02 -7.40730e-03  7.75692e-03
 5.85000e-01 -1.54063e-02 -7.18740e-03  8.04634e-03
 5.86000e-01 -1.54164e-02 -6.95621e-03  8.25902e-03
 5.87000e-01 -1.53658e-02 -6.71364e-03  8.56455e-03
 5.88000e-01 -1.53346e-02 -6.45963e-03  8.79352e-03
 5.89000e-01 -1.52420e-02 -6.19422e-03  9.11556e-03
 5.90000e-01 -1.51683e-02 -5.91750e-03  9.36108e-03
 5.91000e-01 -1.50328e-02 -5.62966e-03  9.69970e-03
 5.92000e-01 -1.49160e-02 -5.33093e-03  9.96164e-03
 5.93000e-01 -1.47375e-02 -5.02165e-03  1.03166e-02
 5.94000e-01 -1.45779e-02 -4.70221e-03  1.05945e-02
 5.95000e-01 -1.43569e-02 -4.37308e-03  1.09651e-02
 5.96000e-01 -1.41553e-02 -4.03478e-03  1.12582e-02
 5.97000e-01 -1.38930e-02 -3.68791e-03  1.16436e-02
 5.98000e-01 -1.36509e-02 -3.33311e-03  1.19508e-02
 5.99000e-01 -1.33490e-02 -2.97109e-03  1.23497e-02
 6.00000e-01 -1.30683e-02 -2.60255e-03  1.26697e-02
 6.01000e-01 -1.27287e-02 -2.22831e-03  1.30807e-02
 6.02000e-01 -1.24117e-02 -1.84913e-03  1.34120e-02
 6.03000e-01 -1.20370e-02 -1.46585e-03  1.38336e-02
 6.04000e-01 -1.16860e-02 -1.07929e-03  1.41745e-02
 6.05000e-01 -1.12786e-02 -6.90298e-04  1.46050e-02
 6.06000e-01 -1.08962e-02 -2.99690e-04  1.49540e-02
 6.07000e-01 -1.04587e-02  9.16866e-05  1.53916e-02
 6.08000e-01 -1.00475e-02  4.83044e-04  1.57470e-02
 6.09000e-01 -9.58231e-03  8.73571e-04  1.61903e-02
 6.10000e-01 -9.14472e-03  1.26252e-03  1.65506e-02
 6.11000e-01 -8.65432e-03  1.64915e-03  1.69981e-02
 6.12000e-01 -8.19265e-03  2.03277e-03  1.73618e-02
 6.13000e-01 -7.67922e-03  2.41269e-03  1.78123e-02
 6.14000e-01 -7.19558e-03  2.78832e-03  1.81784e-02
 6.15000e-01 -6.66113e-03  3.15906e-03  1.86308e-02
 6.16000e-01 -6.15742e-03  3.52437e-03  1.89984e-02
 6.17000e-01 -5.60375e-03  3.88375e-03  1.94519e-02
 6.18000e-01 -5.08166e-03  4.23675e-03  1.98202e-02
 6.19000e-01 -4.51034e-03  4.58296e-03  2.02744e-02
 6.20000e-01 -3.97134e-03  4.92202e-03  2.06431e-02
 6.21000e-01 -3.38376e-03  5.25359e-03  2.10978e-02
 6.22000e-01 -2.82915e-03  5.57740e-03  2.14668e-02
 6.23000e-01 -2.22651e-03  5.89319e-03  2.19219e-02
 6.24000e-01 -1.65741e-03  6.20078e-03  2.22915e-02
 6.25000e-01 -1.04075e-03  6.49998e-03  2.27473e-02
 6.26000e-01 -4.58150e-04  6.79070e-03  2.31178e-02
 6.27000e-01  1.71580e-04  7.07283e-03  2.35750e-02
 6.28000e-01  7.66801e-04  7.34633e-03  2.39472e-02
 6.29000e-01  1.40877e-03  7.61117e-03  2.44065e-02
 6.30000e-01  2.01580e-03  7.86739e-03  2.47812e-02
 6.31000e-01  2.66923e-03  8.11503e-03  2.52436e-02
 6.32000e-01  3.28733e-03  8.35419e-03  2.56220e-02
 6.33000e-01  3.95149e-03  8.58498e-03  2.60887e-02
 6.34000e-01  4.57995e-03  8.80757e-03  2.64720e-02
 6.35000e-01  5.25416e-03  9.02212e-03  2.69444e-02
 6.36000e-01  5.89230e-03  9.22886e-03  2.73340e-02
 6.37000e-01  6.57590e-03  9.42800e-03  2.78135e-02
 6.38000e-01  7.22309e-03  9.61984e-03  2.82109e-02
 6.39000e-01  7.91546e-03  9.80464e-03  2.86991e-02
 6.40000e-01  8.57110e-03  9.98271e-03  2.91059e-02
 6.41000e-01  9.27166e-03  1.01544e-02  2.96043e-02
 6.42000e-01  9.93521e-03  1.03200e-02  3.00221e-02
 6.43000e-01  1.06435e-02  1.04799e-02  3.05324e-02
 6.44000e-01  1.13144e-02  1.06344e-02  3.09628e-02
 6.45000e-01  1.20299e-02  1.07840e-02  3.14866e-02
 6.46000e-01  1.27080e-02  1.09289e-02  3.19311e-02
 6.47000e-01  1.34304e-02  1.10696e-02  3.24699e-02
 6.48000e-01  1.41151e-02  1.12065e-02  3.29301e-02
 6.49000e-01  1.48441e-02  1.13398e-02  3.34852e-02
 6.50000e-01  1.55353e-02  1.14700e-02  3.39623e-02
 6.51000e-01  1.62706e-02  1.15974e-02  3.45350e-02
 6.52000e-01  1.69681e-02  1.17223e-02  3.50303e-02
 6.53000e-01  1.77097e-02  1.18450e-02  3.56216e-02
 6.54000e-01  1.84133e-02  1.19659e-02  3.61358e-02
 6.55000e-01  1.91610e-02  1.20853e-02  3.67464e-02
 6.56000e-01  1.98706e-02  1.22032e-02  3.72802e-02
 6.57000e-01  2.06242e-02  1.23201e-02  3.79106e-02
 6.58000e-01  2.13395e-02  1.24361e-02  3.84641e-02
 6.59000e-01  2.20988e-02  1.25514e-02  3.91143e-02
 6.60000e-01  2.28196e-02  1.26662e-02  3.96874e-02
 6.61000e-01  2.35841e-02  1.27805e-02  4.03569e-02
 6.62000e-01  2.43099e-02  1.28944e-02  4.09489e-02
 6.63000e-01  2.50791e-02  1.30081e-02  4.16368e-02
 6.64000e-01  2.58091e-02  1.31215e-02  4.22464e-02
 6.65000e-01  2.65822e-02  1.32347e-02  4.29513e-02
 6.66000e-01  2.73153e-02  1.33476e-02  4.35768e-02
 6.67000e-01  2.80909e-02  1.34601e-02  4.42964e-02
 6.68000e-01  2.88257e-02  1.35722e-02  4.49353e-02
 6.69000e-01  2.96020e-02  1.36836e-02  4.56668e-02
 6.70000e-01  3.03365e-02  1.37942e-02  4.63159e-02
 6.71000e-01  3.11112e-02  1.39039e-02  4.70559e-02
 6.72000e-01  3.18427e-02  1.40122e-02  4.77113e-02
 6.73000e-01  3.26129e-02  1.41190e-02  4.84554e-02
 6.74000e-01  3.33381e-02  1.42239e-02  4.91124e-02
 6.75000e-01  3.41001e-02  1.43265e-02  4.98555e-02
 6.76000e-01  3.48150e-02  1.44265e-02  5.05086e-02
 6.77000e-01  3.55644e-02  1.45233e-02  5.12449e-02
 6.78000e-01  3.62641e-02  1.46166e-02  5.18879e-02
 6.79000e-01  3.69957e-02  1.47057e-02  5.26108e-02
 6.80000e-01  3.76748e-02  1.47902e-02  5.32369e-02
 6.81000e-01  3.83827e-02  1.48695e-02  5.39391e-02
 6.82000e-01  3.90350e-02  1.49430e-02  5.45406e-02
 6.83000e-01  3.97128e-02  1.50100e-02  5.52145e-02
 6.84000e-01  4.03314e-02  1.50701e-02  5.57835e-02
 6.85000e-01  4.09722e-02  1.51225e-02  5.64209e-02
 6.86000e-01  4.15502e-02  1.51667e-02  5.69492e-02
 6.87000e-01  4.21468e-02  1.52020e-02  5.75417e-02
 6.88000e-01  4.26770e-02  1.52278e-02  5.80211e-02
 6.89000e-01  4.32223e-02  1.52436e-02  5.85607e-02
 6.90000e-01  4.36977e-02  1.52487e-02  5.89831e-02
 6.91000e-01  4.41849e-02  1.52428e-02  5.94621e-02
 6.92000e-01  4.45992e-02  1.52253e-02  5.98203e-02
 6.93000e-01  4.50223e-02  1.51959e-02  6.02317e-02
 6.94000e-01  4.53698e-02  1.51542e-02  6.05192e-02
 6.95000e-01  4.57238e-02  1.51000e-02  6.08572e-02
 6.96000e-01  4.60002e-02  1.50330e-02  6.10688e-02
 6.97000e-01  4.62814e-02  1.49533e-02  6.13290e-02
 6.98000e-01  4.64837e-02  1.48608e-02  6.14611e-02
 6.99000e-01  4.66901e-02  1.47556e-02  6.16406e-02
 7.00000e-01  4.68171e-02  1.46379e-02  6.16912e-02
 7.01000e-01  4.69484e-02  1.45081e-02  6.17889e-02
 7.02000e-01  4.70007e-02  1.43664e-02  6.17579e-02
 7.03000e-01  4.70582e-02  1.42133e-02  6.17747e-02
 7.04000e-01  4.70381e-02  1.40495e-02  6.16637e-02
 7.05000e-01  4.70251e-02  1.38756e-02  6.16022e-02
 7.06000e-01  4.69368e-02  1.36924e-02  6.14147e-02
 7.07000e-01  4.68582e-02  1.35006e-02  6.12791e-02
 7.08000e-01  4.67071e-02  1.33011e-02  6.10201e-02
 7.09000e-01  4.65691e-02  1.30948e-02  6.08160e-02
 7.10000e-01  4.63621e-02  1.28828e-02  6.04919e-02
 7.11000e-01  4.61719e-02  1.26660e-02  6.02262e-02
 7.12000e-01  4.59167e-02  1.24453e-02  5.98441e-02
 7.13000e-01  4.56823e-02  1.22219e-02  5.95245e-02
 7.14000e-01  4.53871e-02  1.19967e-02  5.90925e-02
 7.15000e-01  4.51170e-02  1.17708e-02  5.87271e-02
 7.16000e-01  4.47901e-02  1.15451e-02  5.82533e-02
 7.17000e-01  4.44926e-02  1.13205e-02  5.78503e-02
 7.18000e-01  4.41424e-02  1.10980e-02  5.73431e-02
 7.19000e-01  4.38255e-02  1.08783e-02  5.69109e-02
 7.20000e-01  4.34598e-02  1.06623e-02  5.63782e-02
 7.21000e-01  4.31312e-02  1.04507e-02  5.59245e-02
 7.22000e-01  4.27572e-02  1.02442e-02  5.53740e-02
 7.23000e-01  4.24237e-02  1.00432e-02  5.49060e-02
 7.24000e-01  4.20479e-02  9.84833e-03  5.43446e-02
 7.25000e-01  4.17155e-02  9.66001e-03  5.38691e-02
 7.26000e-01  4.13435e-02  9.47858e-03  5.33031e-02
 7.27000e-01  4.10173e-02  9.30431e-03  5.28257e-02
 7.28000e-01  4.06537e-02  9.13742e-03  5.22606e-02
 7.29000e-01  4.03379e-02  8.97802e-03  5.17866e-02
 7.30000e-01  3.99865e-02  8.82622e-03  5.12270e-02
 7.31000e-01  3.96845e-02  8.68198e-03  5.07607e-02
 7.32000e-01  3.93481e-02  8.54529e-03  5.02105e-02
 7.33000e-01  3.90623e-02  8.41602e-03  4.97555e-02
 7.34000e-01  3.87431e-02  8.29404e-03  4.92181e-02
 7.35000e-01  3.84753e-02  8.17912e-03  4.87772e-02
 7.36000e-01  3.81747e-02  8.07105e-03  4.82551e-02
 7.37000e-01  3.79259e-02  7.96953e-03  4.78308e-02
 7.38000e-01  3.76447e-02  7.87429e-03  4.73262e-02
 7.39000e-01  3.74156e-02  7.78496e-03  4.69202e-02
 7.40000e-01  3.71540e-02  7.70122e-03  4.64346e-02
 7.41000e-01  3.69446e-02  7.62267e-03  4.60483e-02
 7.42000e-01  3.67025e-02  7.54894e-03  4.55831e-02
 7.43000e-01  3.65124e-02  7.47961e-03  4.52177e-02
 7.44000e-01  3.62893e-02  7.41428e-03  4.47737e-02
 7.45000e-01  3.61179e-02  7.35250e-03  4.44300e-02
 7.46000e-01  3.59129e-02  7.29386e-03  4.40081e-02
 7.47000e-01  3.57591e-02  7.23790e-03  4.36869e-02
 7.48000e-01  3.55713e-02  7.18421e-03  4.32876e-02
 7.49000e-01  3.54340e-02  7.13230e-03  4.29894e-02
 7.50000e-01  3.52620e-02  7.08177e-03  4.26134e-02
 7.51000e-01  3.51399e-02  7.03212e-03  4.23389e-02
 7.52000e-01  3.49824e-02  6.98295e-03  4.19866e-02
 7.53000e-01  3.48739e-02  6.93376e-03  4.17363e-02
 7.54000e-01  3.47292e-02  6.88414e-03  4.14084e-02
 7.55000e-01  3.46329e-02  6.83361e-03  4.11827e-02
 7.56000e-01  3.44995e-02  6.78176e-03  4.08798e-02
 7.57000e-01  3.44136e-02  6.72812e-03  4.06795e-02
 7.58000e-01  3.42898e-02  6.67229e-03  4.04022e-02
 7.59000e-01  3.42127e-02  6.61381e-03  4.02278e-02
 7.60000e-01  3.40968e-02  6.55230e-03  3.99767e-02
 7.61000e-01  3.40269e-02  6.48734e-03  3.98289e-02
 7.62000e-01  3.39173e-02  6.41856e-03  3.96047e-02
 7.63000e-01  3.38530e-02  6.34556e-03  3.94842e-02
 7.64000e-01  3.37483e-02  6.26802e-03  3.92875e-02
 7.65000e-01  3.36882e-02  6.18559e-03  3.91950e-02
 7.66000e-01  3.35869e-02  6.09798e-03  3.90265e-02
 7.67000e-01  3.35297e-02  6.00489e-03  3.89624e-02
 7.68000e-01  3.34308e-02  5.90609e-03  3.88227e-02
 7.69000e-01  3.33755e-02  5.80134e-03  3.87877e-02
 7.70000e-01  3.32782e-02  5.69048e-03  3.86771e-02
 7.71000e-01  3.32241e-02  5.57332e-03  3.86716e-02
 7.72000e-01  3.31276e-02  5.44979e-03  3.85907e-02
 7.73000e-01  3.30744e-02  5.31977e-03  3.86149e-02
 7.74000e-01  3.29786e-02  5.18324e-03  3.85637e-02
 7.75000e-01  3.29260e-02  5.04017e-03  3.86178e-02
 7.76000e-01  3.28310e-02  4.89063e-03  3.85964e-02
 7.77000e-01  3.27794e-02  4.73465e-03  3.86802e-02
 7.78000e-01  3.26855e-02  4.57236e-03  3.86883e-02
 7.79000e-01  3.26354e-02  4.40388e-03  3.88016e-02
 7.80000e-01  3.25433e-02  4.22940e-03  3.88388e-02
 7.81000e-01  3.24953e-02  4.04909e-03  3.89810e-02
 7.82000e-01  3.24059e-02  3.86321e-03  3.90466e-02
 7.83000e-01  3.23611e-02  3.67199e-03  3.92168e-02
 7.84000e-01  3.22754e-02  3.47572e-03  3.93100e-02
 7.85000e-01  3.22348e-02  3.27467e-03  3.95071e-02
 7.86000e-01  3.21538e-02  3.06919e-03  3.96265e-02
 7.87000e-01  3.21186e-02  2.85956e-03  3.98492e-02
 7.88000e-01  3.20434e-02  2.64615e-03  3.99932e-02
 7.89000e-01  3.20146e-02  2.42928e-03  4.02398e-02
 7.90000e-01  3.19462e-02  2.20933e-03  4.04067e-02
 7.91000e-01  3.19246e-02  1.98662e-03  4.06751e-02
 7.92000e-01  3.18639e-02  1.76153e-03  4.08627e-02
 7.93000e-01  3.18503e-02  1.53439e-03  4.11507e-02
 7.94000e-01  3.17977e-02  1.30558e-03  4.13565e-02
 7.95000e-01  3.17926e-02  1.07542e-03  4.16614e-02
 7.96000e-01  3.17485e-02  8.44276e-04  4.18825e-02
 7.97000e-01  3.17519e-02  6.12469e-04  4.22013e-02
 7.98000e-01  3.17163e-02  3.80354e-04  4.24346e-02
 7.99000e-01  3.17280e-02  1.48231e-04  4.27639e-02
 8.00000e-01  3.17004e-02 -8.35542e-05  4.30059e-02
 8.01000e-01  3.17199e-02 -3.14713e-04  4.33420e-02
 8.02000e-01  3.16995e-02 -5.44915e-04  4.35888e-02
 8.03000e-01  3.17257e-02 -7.73882e-04  4.39278e-02
 8.04000e-01  3.17114e-02 -1.00129e-03  4.41752e-02
 8.05000e-01  3.17429e-02 -1.22689e-03  4.45127e-02
 8.06000e-01  3.17331e-02 -1.45035e-03  4.47564e-02
 8.07000e-01  3.17681e-02 -1.67142e-03  4.50878e-02
 8.08000e-01  3.17609e-02 -1.88980e-03  4.53230e-02
 8.09000e-01  3.17974e-02 -2.10523e-03  4.56435e-02
 8.10000e-01  3.17904e-02 -2.31743e-03  4.58653e-02
 8.11000e-01  3.18260e-02 -2.52614e-03  4.61700e-02
 8.12000e-01  3.18167e-02 -2.73107e-03  4.63732e-02
 8.13000e-01  3.18487e-02 -2.93198e-03  4.66570e-02
 8.14000e-01  3.18344e-02 -3.12859e-03  4.68368e-02
 8.15000e-01  3.18600e-02 -3.32066e-03  4.70945e-02
 8.16000e-01  3.18377e-02 -3.50791e-03  4.72457e-02
