# Time(s)     N            E            Z
 4.03000e+00  1.19621e-19 -1.95356e-03 -4.36101e-03
 4.04000e+00 -1.11564e-19  1.82197e-03  3.99299e-03
 4.05000e+00  1.25514e-19 -2.04980e-03 -4.57201e-03
 4.06000e+00 -1.16105e-19  1.89615e-03  4.16014e-03
 4.07000e+00  1.31952e-19 -2.15495e-03 -4.80300e-03
 4.08000e+00 -1.21081e-19  1.97740e-03  4.34277e-03
 4.09000e+00  1.39029e-19 -2.27052e-03 -5.05737e-03
 4.10000e+00 -1.26542e-19  2.06659e-03  4.54283e-03
 4.11000e+00  1.46857e-19 -2.39835e-03 -5.33916e-03
 4.12000e+00 -1.32554e-19  2.16477e-03  4.76264e-03
 4.13000e+00  1.55570e-19 -2.54065e-03 -5.65326e-03
 4.14000e+00 -1.39194e-19  2.27321e-03  5.00506e-03
 4.15000e+00  1.65338e-19 -2.70017e-03 -6.00578e-03
 4.16000e+00 -1.46558e-19  2.39347e-03  5.27355e-03
 4.17000e+00  1.76371e-19 -2.88036e-03 -6.40433e-03
 4.18000e+00 -1.54762e-19  2.52745e-03  5.57237e-03
 4.19000e+00  1.88940e-19 -3.08562e-03 -6.85868e-03
 4.20000e+00 -1.63949e-19  2.67749e-03  5.90672e-03
 4.21000e+00  2.03393e-19 -3.32166e-03 -7.38150e-03
 4.22000e+00 -1.74297e-19  2.84649e-03  6.28307e-03
 4.23000e+00  2.20194e-19 -3.59604e-03 -7.98956e-03
 4.24000e+00 -1.86029e-19  3.03809e-03  6.70949e-03
 4.25000e+00  2.39968e-19 -3.91898e-03 -8.70553e-03
 4.26000e+00 -1.99424e-19  3.25685e-03  7.19614e-03
 4.27000e+00  2.63583e-19 -4.30463e-03 -9.56084e-03
 4.28000e+00 -2.14838e-19  3.50856e-03  7.75588e-03
 4.29000e+00  2.92273e-19 -4.77318e-03 -1.06003e-02
 4.30000e+00 -2.32719e-19  3.80059e-03  8.40506e-03
 4.31000e+00  3.27863e-19 -5.35441e-03 -1.18900e-02
 4.32000e+00 -2.53636e-19  4.14219e-03  9.16425e-03
 4.33000e+00  3.73159e-19 -6.09415e-03 -1.35318e-02
 4.34000e+00 -2.78282e-19  4.54470e-03  1.00586e-02
 4.35000e+00  4.32706e-19 -7.06663e-03 -1.56904e-02
 4.36000e+00 -3.07422e-19  5.02059e-03  1.11159e-02
 4.37000e+00  5.14358e-19 -8.40010e-03 -1.86506e-02
 4.38000e+00 -3.41591e-19  5.57861e-03  1.23554e-02
 4.39000e+00  6.32902e-19 -1.03361e-02 -2.29487e-02
 4.40000e+00 -3.79829e-19  6.20308e-03  1.37425e-02
 4.41000e+00  8.19642e-19 -1.33858e-02 -2.97198e-02
 4.42000e+00 -4.14188e-19  6.76420e-03  1.49889e-02
 4.43000e+00  1.15329e-18 -1.88347e-02 -4.18184e-02
 4.44000e+00 -4.00975e-19  6.54843e-03  1.45102e-02
 4.45000e+00  1.89550e-18 -3.09558e-02 -6.87324e-02
 4.46000e+00 -3.68877e-20  6.02422e-04  1.30760e-03
 4.47000e+00  4.55549e-18 -7.43969e-02 -1.65191e-01
 4.48000e+00  5.91730e-18 -9.66368e-02 -2.14609e-01
 4.49000e+00  5.04759e-17 -8.24334e-01 -1.83040e+00
 4.50000e+00  2.69242e-17 -4.39706e-01 -9.76381e-01
 4.51000e+00  7.32391e-19 -1.19609e-02 -2.65534e-02
 4.52000e+00  4.04872e-18 -6.61205e-02 -1.46848e-01
 4.53000e+00 -5.76517e-19  9.41524e-03  2.09119e-02
 4.54000e+00  1.85166e-18 -3.02398e-02 -6.71756e-02
 4.55000e+00 -5.67684e-19  9.27098e-03  2.05919e-02
 4.56000e+00  1.15450e-18 -1.88544e-02 -4.18945e-02
 4.57000e+00 -4.90404e-19  8.00891e-03  1.77899e-02
 4.58000e+00  8.27242e-19 -1.35099e-02 -3.00270e-02
 4.59000e+00 -4.22270e-19  6.89619e-03  1.53194e-02
 4.60000e+00  6.40610e-19 -1.04619e-02 -2.32591e-02
 4.61000e+00 -3.68144e-19  6.01225e-03  1.33570e-02
 4.62000e+00  5.21048e-19 -8.50936e-03 -1.89233e-02
 4.63000e+00 -3.25335e-19  5.31313e-03  1.18049e-02
 4.64000e+00  4.38311e-19 -7.15815e-03 -1.59228e-02
 4.65000e+00 -2.91004e-19  4.75245e-03  1.05604e-02
 4.66000e+00  3.77831e-19 -6.17045e-03 -1.37294e-02
 4.67000e+00 -2.63001e-19  4.29514e-03  9.54530e-03
 4.68000e+00  3.31778e-19 -5.41834e-03 -1.20592e-02
 4.69000e+00 -2.39788e-19  3.91604e-03  8.70397e-03
 4.70000e+00  2.95584e-19 -4.82725e-03 -1.07465e-02
 4.71000e+00 -2.20264e-19  3.59719e-03  7.99642e-03
 4.72000e+00  2.66414e-19 -4.35088e-03 -9.68842e-03
 4.73000e+00 -2.03631e-19  3.32555e-03  7.39370e-03
 4.74000e+00  2.42419e-19 -3.95901e-03 -8.81803e-03
 4.75000e+00 -1.89300e-19  3.09150e-03  6.87446e-03
 4.76000e+00  2.22344e-19 -3.63114e-03 -8.08977e-03
 4.77000e+00 -1.76829e-19  2.88784e-03  6.42269e-03
 4.78000e+00  2.05304e-19 -3.35288e-03 -7.47164e-03
 4.79000e+00 -1.65882e-19  2.70906e-03  6.02616e-03
 4.80000e+00  1.90665e-19 -3.11380e-03 -6.94054e-03
 4.81000e+00 -1.56198e-19  2.55091e-03  5.67542e-03
 4.82000e+00  1.77954e-19 -2.90621e-03 -6.47940e-03
 4.83000e+00 -1.47572e-19  2.41003e-03  5.36301e-03
 4.84000e+00  1.66816e-19 -2.72431e-03 -6.07529e-03
 4.85000e+00 -1.39840e-19  2.28375e-03  5.08301e-03
 4.86000e+00  1.56976e-19 -2.56361e-03 -5.71830e-03
 4.87000e+00 -1.32870e-19  2.16993e-03  4.83066e-03
 4.88000e+00  1.48221e-19 -2.42064e-03 -5.40066e-03
 4.89000e+00 -1.26556e-19  2.06682e-03  4.60207e-03
 4.90000e+00  1.40382e-19 -2.29261e-03 -5.11623e-03
 4.91000e+00 -1.20810e-19  1.97297e-03  4.39405e-03
 4.92000e+00  1.33322e-19 -2.17731e-03 -4.86007e-03
 4.93000e+00 -1.15558e-19  1.88720e-03  4.20396e-03
 4.94000e+00  1.26931e-19 -2.07294e-03 -4.62817e-03
 4.95000e+00 -1.10739e-19  1.80851e-03  4.02958e-03
 4.96000e+00  1.21118e-19 -1.97801e-03 -4.41725e-03
 4.97000e+00 -1.06302e-19  1.73604e-03  3.86904e-03
 4.98000e+00  1.15809e-19 -1.89131e-03 -4.22458e-03
 4.99000e+00 -1.02203e-19  1.66910e-03  3.72077e-03
 5.00000e+00  1.10941e-19 -1.81181e-03 -4.04791e-03
 5.01000e+00 -9.84047e-20  1.60707e-03  3.58341e-03
 5.02000e+00  1.06462e-19 -1.73865e-03 -3.88531e-03
 5.03000e+00 -9.48752e-20  1.54943e-03  3.45581e-03
 5.04000e+00  1.02326e-19 -1.67111e-03 -3.73517e-03
 5.05000e+00 -9.15866e-20  1.49572e-03  3.33696e-03
 5.06000e+00  9.84965e-20 -1.60857e-03 -3.59612e-03
 5.07000e+00 -8.85148e-20  1.44556e-03  3.22600e-03
 5.08000e+00  9.49405e-20 -1.55050e-03 -3.46696e-03
 5.09000e+00 -8.56388e-20  1.39859e-03  3.12216e-03
 5.10000e+00  9.16300e-20 -1.49643e-03 -3.34668e-03
 5.11000e+00 -8.29402e-20  1.35452e-03  3.02479e-03
 5.12000e+00  8.85409e-20 -1.44598e-03 -3.23438e-03
 5.13000e+00 -8.04025e-20  1.31307e-03  2.93330e-03
 5.14000e+00  8.56521e-20 -1.39880e-03 -3.12931e-03
 5.15000e+00 -7.80113e-20  1.27402e-03  2.84717e-03
 5.16000e+00  8.29453e-20 -1.35460e-03 -3.03078e-03
 5.17000e+00 -7.57534e-20  1.23715e-03  2.76595e-03
 5.18000e+00  8.04046e-20 -1.31311e-03 -2.93819e-03
 5.19000e+00 -7.36172e-20  1.20226e-03  2.68924e-03
 5.20000e+00  7.80161e-20 -1.27410e-03 -2.85103e-03
 5.21000e+00 -7.15920e-20  1.16919e-03  2.61666e-03
 5.22000e+00  7.57679e-20 -1.23738e-03 -2.76883e-03
 5.23000e+00 -6.96679e-20  1.13776e-03  2.54789e-03
 5.24000e+00  7.36497e-20 -1.20279e-03 -2.69117e-03
 5.25000e+00 -6.78355e-20  1.10784e-03  2.48264e-03
 5.26000e+00  7.16528e-20 -1.17018e-03 -2.61769e-03
 5.27000e+00 -6.60857e-20  1.07926e-03  2.42066e-03
 5.28000e+00  6.97702e-20 -1.13943e-03 -2.54805e-03
 5.29000e+00 -6.44096e-20  1.05189e-03  2.36169e-03
 5.30000e+00  6.79967e-20 -1.11047e-03 -2.48196e-03
 5.31000e+00 -6.27976e-20  1.02556e-03  2.30554e-03
 5.32000e+00  6.63292e-20 -1.08324e-03 -2.41916e-03
 5.33000e+00 -6.12396e-20  1.00012e-03  2.25200e-03
 5.34000e+00  6.47667e-20 -1.05772e-03 -2.35938e-03
 5.35000e+00 -5.97240e-20  9.75367e-04  2.20091e-03
 5.36000e+00  6.33106e-20 -1.03394e-03 -2.30243e-03
 5.37000e+00 -5.82386e-20  9.51108e-04  2.15209e-03
 5.38000e+00  6.19633e-20 -1.01194e-03 -2.24811e-03
 5.39000e+00 -5.67726e-20  9.27166e-04  2.10539e-03
 5.40000e+00  6.07233e-20 -9.91686e-04 -2.19627e-03
 5.41000e+00 -5.53245e-20  9.03517e-04  2.06058e-03
 5.42000e+00  5.95749e-20 -9.72932e-04 -2.14689e-03
 5.43000e+00 -5.39138e-20  8.80479e-04  2.01737e-03
 5.44000e+00  5.84792e-20 -9.55038e-04 -2.10004e-03
 5.45000e+00 -5.25793e-20  8.58685e-04  1.97539e-03
 5.46000e+00  5.73941e-20 -9.37317e-04 -2.05584e-03
 5.47000e+00 -5.13399e-20  8.38444e-04  1.93433e-03
 5.48000e+00  5.63189e-20 -9.19757e-04 -2.01422e-03
 5.49000e+00 -5.01687e-20  8.19317e-04  1.89420e-03
 5.50000e+00  5.52814e-20 -9.02815e-04 -1.97482e-03
 5.51000e+00 -4.90464e-20  8.00988e-04  1.85533e-03
 5.52000e+00  5.42630e-20 -8.86182e-04 -1.93694e-03
 5.53000e+00 -4.80268e-20  7.84337e-04  1.81837e-03
 5.54000e+00  5.31726e-20 -8.68374e-04 -1.89969e-03
 5.55000e+00 -4.72043e-20  7.70905e-04  1.78398e-03
 5.56000e+00  5.19360e-20 -8.48179e-04 -1.86246e-03
 5.57000e+00 -4.65963e-20  7.60975e-04  1.75219e-03
 5.58000e+00  5.05927e-20 -8.26241e-04 -1.82551e-03
 5.59000e+00 -4.61118e-20  7.53063e-04  1.72230e-03
 5.60000e+00  4.92502e-20 -8.04317e-04 -1.78949e-03
 5.61000e+00 -4.56438e-20  7.45420e-04  1.69366e-03
 5.62000e+00  4.79935e-20 -7.83793e-04 -1.75467e-03
 5.63000e+00 -4.51267e-20  7.36974e-04  1.66610e-03
 5.64000e+00  4.68625e-20 -7.65322e-04 -1.72092e-03
 5.65000e+00 -4.45384e-20  7.27367e-04  1.63971e-03
 5.66000e+00  4.58555e-20 -7.48877e-04 -1.68809e-03
 5.67000e+00 -4.38953e-20  7.16865e-04  1.61440e-03
 5.68000e+00  4.49410e-20 -7.33941e-04 -1.65624e-03
 5.69000e+00 -4.32316e-20  7.06026e-04  1.58997e-03
 5.70000e+00  4.40829e-20 -7.19929e-04 -1.62549e-03
 5.71000e+00 -4.25758e-20  6.95315e-04  1.56625e-03
 5.72000e+00  4.32562e-20 -7.06427e-04 -1.59585e-03
 5.73000e+00 -4.19447e-20  6.85009e-04  1.54318e-03
 5.74000e+00  4.24470e-20 -6.93213e-04 -1.56727e-03
 5.75000e+00 -4.13442e-20  6.75203e-04  1.52075e-03
 5.76000e+00  4.16523e-20 -6.80233e-04 -1.53964e-03
 5.77000e+00 -4.07719e-20  6.65856e-04  1.49901e-03
 5.78000e+00  4.08740e-20 -6.67524e-04 -1.51284e-03
 5.79000e+00 -4.02233e-20  6.56896e-04  1.47800e-03
 5.80000e+00  4.01139e-20 -6.55110e-04 -1.48675e-03
 5.81000e+00 -3.96963e-20  6.48289e-04  1.45777e-03
 5.82000e+00  3.93709e-20 -6.42976e-04 -1.46127e-03
 5.83000e+00 -3.91908e-20  6.40035e-04  1.43834e-03
 5.84000e+00  3.86427e-20 -6.31084e-04 -1.43633e-03
 5.85000e+00 -3.87079e-20  6.32147e-04  1.41972e-03
 5.86000e+00  3.79268e-20 -6.19391e-04 -1.41184e-03
 5.87000e+00 -3.82485e-20  6.24645e-04  1.40192e-03
 5.88000e+00  3.72202e-20 -6.07851e-04 -1.38776e-03
 5.89000e+00 -3.78141e-20  6.17552e-04  1.38495e-03
 5.90000e+00  3.65199e-20 -5.96415e-04 -1.36401e-03
 5.91000e+00 -3.74067e-20  6.10897e-04  1.36884e-03
 5.92000e+00  3.58224e-20 -5.85025e-04 -1.34050e-03
 5.93000e+00 -3.70284e-20  6.04720e-04  1.35364e-03
 5.94000e+00  3.51239e-20 -5.73617e-04 -1.31713e-03
 5.95000e+00 -3.66825e-20  5.99070e-04  1.33942e-03
 5.96000e+00  3.44197e-20 -5.62116e-04 -1.29378e-03
 5.97000e+00 -3.63725e-20  5.94009e-04  1.32624e-03
 5.98000e+00  3.37043e-20 -5.50433e-04 -1.27032e-03
 5.99000e+00 -3.61036e-20  5.89616e-04  1.31424e-03
 6.00000e+00  3.29710e-20 -5.38457e-04 -1.24656e-03
 6.01000e+00 -3.58821e-20  5.85999e-04  1.30355e-03
 6.02000e+00  3.22113e-20 -5.26051e-04 -1.22231e-03
 6.03000e+00 -3.57166e-20  5.83296e-04  1.29439e-03
 6.04000e+00  3.14144e-20 -5.13037e-04 -1.19729e-03
 6.05000e+00 -3.56185e-20  5.81695e-04  1.28702e-03
 6.06000e+00  3.05660e-20 -4.99181e-04 -1.17114e-03
 6.07000e+00 -3.56036e-20  5.81452e-04  1.28183e-03
 6.08000e+00  2.96468e-20 -4.84169e-04 -1.14340e-03
 6.09000e+00 -3.56936e-20  5.82921e-04  1.27933e-03
 6.10000e+00  2.86302e-20 -4.67567e-04 -1.11339e-03
 6.11000e+00 -3.59191e-20  5.86604e-04  1.28028e-03
 6.12000e+00  2.74785e-20 -4.48758e-04 -1.08021e-03
 6.13000e+00 -3.63248e-20  5.93229e-04  1.28576e-03
 6.14000e+00  2.61368e-20 -4.26846e-04 -1.04251e-03
 6.15000e+00 -3.69769e-20  6.03879e-04  1.29737e-03
 6.16000e+00  2.45224e-20 -4.00481e-04 -9.98269e-04
 6.17000e+00 -3.79777e-20  6.20223e-04  1.31759e-03
 6.18000e+00  2.25062e-20 -3.67554e-04 -9.44355e-04
 6.19000e+00 -3.94904e-20  6.44926e-04  1.35039e-03
 6.20000e+00  1.98775e-20 -3.24625e-04 -8.75647e-04
 6.21000e+00 -4.17885e-20  6.82458e-04  1.40240e-03
 6.22000e+00  1.62747e-20 -2.65785e-04 -7.83375e-04
 6.23000e+00 -4.53561e-20  7.40721e-04  1.48533e-03
 6.24000e+00  1.10374e-20 -1.80255e-04 -6.51553e-04
 6.25000e+00 -5.11087e-20  8.34668e-04  1.62133e-03
 6.26000e+00  2.86929e-21 -4.68590e-05 -4.48828e-04
 6.27000e+00 -6.09207e-20  9.94910e-04  1.85570e-03
 6.28000e+00 -1.10024e-20  1.79684e-04 -1.08219e-04
 6.29000e+00 -7.89838e-20  1.28990e-03  2.28965e-03
 6.30000e+00 -3.70350e-20  6.04827e-04  5.26114e-04
 6.31000e+00 -1.15315e-19  1.88324e-03  3.16484e-03
 6.32000e+00 -9.03988e-20  1.47632e-03  1.82010e-03
 6.33000e+00 -1.90419e-19  3.10977e-03  4.97585e-03
 6.34000e+00 -1.88680e-19  3.08138e-03  4.19839e-03
 6.35000e+00 -2.87675e-19  4.69809e-03  7.32410e-03
 6.36000e+00 -2.34183e-19  3.82450e-03  5.31071e-03
 6.37000e+00 -2.47371e-19  4.03987e-03  6.36696e-03
 6.38000e+00 -1.40485e-19  2.29429e-03  3.08109e-03
 6.39000e+00 -1.51823e-19  2.47945e-03  4.09466e-03
 6.40000e+00 -6.87754e-20  1.12319e-03  1.40352e-03
 6.41000e+00 -1.03646e-19  1.69267e-03  2.99712e-03
 6.42000e+00 -4.00388e-20  6.53883e-04  8.09433e-04
 6.43000e+00 -8.79218e-20  1.43587e-03  2.74042e-03
 6.44000e+00 -3.28361e-20  5.36255e-04  7.71840e-04
 6.45000e+00 -8.03082e-20  1.31153e-03  2.62853e-03
 6.46000e+00 -2.00220e-20  3.26984e-04  4.29792e-04
 6.47000e+00 -6.24206e-20  1.01941e-03  2.07428e-03
 6.48000e+00 -3.38288e-21  5.52466e-05 -1.00371e-04
 6.49000e+00 -4.86504e-20  7.94521e-04  1.63359e-03
 6.50000e+00  6.37431e-21 -1.04100e-04 -4.07405e-04
 6.51000e+00 -4.09484e-20  6.68739e-04  1.39306e-03
 6.52000e+00  1.16815e-20 -1.90774e-04 -5.68320e-04
 6.53000e+00 -3.63772e-20  5.94084e-04  1.25420e-03
 6.54000e+00  1.47941e-20 -2.41606e-04 -6.59006e-04
 6.55000e+00 -3.33897e-20  5.45295e-04  1.16532e-03
 6.56000e+00  1.67506e-20 -2.73559e-04 -7.13811e-04
 6.57000e+00 -3.12807e-20  5.10853e-04  1.10337e-03
 6.58000e+00  1.80401e-20 -2.94617e-04 -7.48489e-04
 6.59000e+00 -2.97028e-20  4.85084e-04  1.05731e-03
 6.60000e+00  1.89148e-20 -3.08902e-04 -7.70958e-04
 6.61000e+00 -2.84683e-20  4.64923e-04  1.02133e-03
 6.62000e+00  1.95165e-20 -3.18729e-04 -7.85560e-04
 6.63000e+00 -2.74678e-20  4.48583e-04  9.92105e-04
 6.64000e+00  1.99306e-20 -3.25491e-04 -7.94854e-04
 6.65000e+00 -2.66334e-20  4.34957e-04  9.67622e-04
 6.66000e+00  2.02113e-20 -3.30075e-04 -8.00436e-04
 6.67000e+00 -2.59210e-20  4.23322e-04  9.46589e-04
 6.68000e+00  2.03945e-20 -3.33068e-04 -8.03347e-04
 6.69000e+00 -2.53005e-20  4.13189e-04  9.28143e-04
 6.70000e+00  2.05051e-20 -3.34873e-04 -8.04293e-04
 6.71000e+00 -2.47511e-20  4.04215e-04  9.11689e-04
 6.72000e+00  2.05604e-20 -3.35776e-04 -8.03769e-04
 6.73000e+00 -2.42576e-20  3.96156e-04  8.96802e-04
 6.74000e+00  2.05731e-20 -3.35985e-04 -8.02127e-04
 6.75000e+00 -2.38090e-20  3.88830e-04  8.83172e-04
 6.76000e+00  2.05527e-20 -3.35651e-04 -7.99628e-04
 6.77000e+00 -2.33969e-20  3.82100e-04  8.70567e-04
 6.78000e+00  2.05062e-20 -3.34891e-04 -7.96465e-04
 6.79000e+00 -2.30150e-20  3.75863e-04  8.58813e-04
 6.80000e+00  2.04389e-20 -3.33793e-04 -7.92786e-04
 6.81000e+00 -2.26583e-20  3.70037e-04  8.47774e-04
 6.82000e+00  2.03552e-20 -3.32425e-04 -7.88702e-04
 6.83000e+00 -2.23228e-20  3.64560e-04  8.37343e-04
 6.84000e+00  2.02582e-20 -3.30842e-04 -7.84303e-04
 6.85000e+00 -2.20056e-20  3.59379e-04  8.27437e-04
 6.86000e+00  2.01507e-20 -3.29086e-04 -7.79657e-04
 6.87000e+00 -2.17040e-20  3.54454e-04  8.17987e-04
 6.88000e+00  2.00347e-20 -3.27191e-04 -7.74821e-04
 6.89000e+00 -2.14160e-20  3.49750e-04  8.08939e-04
 6.90000e+00  1.99119e-20 -3.25186e-04 -7.69837e-04
 6.91000e+00 -2.11398e-20  3.45239e-04  8.00246e-04
 6.92000e+00  1.97838e-20 -3.23094e-04 -7.64742e-04
 6.93000e+00 -2.08740e-20  3.40899e-04  7.91872e-04
 6.94000e+00  1.96516e-20 -3.20935e-04 -7.59564e-04
 6.95000e+00 -2.06174e-20  3.36707e-04  7.83785e-04
 6.96000e+00  1.95162e-20 -3.18723e-04 -7.54327e-04
 6.97000e+00 -2.03688e-20  3.32647e-04  7.75958e-04
 6.98000e+00  1.93785e-20 -3.16475e-04 -7.49050e-04
 6.99000e+00 -2.01272e-20  3.28702e-04  7.68369e-04
 7.00000e+00  1.92393e-20 -3.14202e-04 -7.43750e-04
 7.01000e+00 -1.98919e-20  3.24859e-04  7.60999e-04
 7.02000e+00  1.90993e-20 -3.11916e-04 -7.38438e-04
 7.03000e+00 -1.96619e-20  3.21103e-04  7.53831e-04
 7.04000e+00  1.89592e-20 -3.09628e-04 -7.33127e-04
 7.05000e+00 -1.94364e-20  3.17420e-04  7.46851e-04
 7.06000e+00  1.88197e-20 -3.07349e-04 -7.27824e-04
 7.07000e+00 -1.92146e-20  3.13797e-04  7.40047e-04
 7.08000e+00  1.86815e-20 -3.05093e-04 -7.22537e-04
 7.09000e+00 -1.89955e-20  3.10220e-04  7.33408e-04
 7.10000e+00  1.85455e-20 -3.02871e-04 -7.17271e-04
 7.11000e+00 -1.87782e-20  3.06671e-04  7.26925e-04
 7.12000e+00  1.84126e-20 -3.00700e-04 -7.12031e-04
 7.13000e+00 -1.85615e-20  3.03132e-04  7.20591e-04
 7.14000e+00  1.82838e-20 -2.98598e-04 -7.06820e-04
 7.15000e+00 -1.83439e-20  2.99579e-04  7.14398e-04
 7.16000e+00  1.81607e-20 -2.96587e-04 -7.01639e-04
 7.17000e+00 -1.81241e-20  2.95988e-04  7.08342e-04
 7.18000e+00  1.80447e-20 -2.94692e-04 -6.96491e-04
 7.19000e+00 -1.79001e-20  2.92331e-04  7.02418e-04
 7.20000e+00  1.79374e-20 -2.92939e-04 -6.91376e-04
 7.21000e+00 -1.76705e-20  2.88582e-04  6.96623e-04
 7.22000e+00  1.78397e-20 -2.91345e-04 -6.86294e-04
 7.23000e+00 -1.74349e-20  2.84733e-04  6.90951e-04
 7.24000e+00  1.77512e-20 -2.89898e-04 -6.81245e-04
 7.25000e+00 -1.71953e-20  2.80820e-04  6.85399e-04
 7.26000e+00  1.76672e-20 -2.88527e-04 -6.76235e-04
 7.27000e+00 -1.69588e-20  2.76958e-04  6.79956e-04
 7.28000e+00  1.75775e-20 -2.87062e-04 -6.71272e-04
 7.29000e+00 -1.67387e-20  2.73363e-04  6.74606e-04
 7.30000e+00  1.74664e-20 -2.85248e-04 -6.66371e-04
 7.31000e+00 -1.65509e-20  2.70297e-04  6.69334e-04
 7.32000e+00  1.73200e-20 -2.82857e-04 -6.61544e-04
 7.33000e+00 -1.64047e-20  2.67910e-04  6.64124e-04
 7.34000e+00  1.71355e-20 -2.79844e-04 -6.56798e-04
 7.35000e+00 -1.62955e-20  2.66126e-04  6.58974e-04
 7.36000e+00  1.69237e-20 -2.76385e-04 -6.52130e-04
 7.37000e+00 -1.62083e-20  2.64701e-04  6.53883e-04
 7.38000e+00  1.67007e-20 -2.72744e-04 -6.47542e-04
 7.39000e+00 -1.61279e-20  2.63388e-04  6.48842e-04
 7.40000e+00  1.64792e-20 -2.69125e-04 -6.43042e-04
 7.41000e+00 -1.60448e-20  2.62032e-04  6.43841e-04
 7.42000e+00  1.62652e-20 -2.65631e-04 -6.38636e-04
 7.43000e+00 -1.59554e-20  2.60571e-04  6.38876e-04
 7.44000e+00  1.60604e-20 -2.62286e-04 -6.34320e-04
 7.45000e+00 -1.58596e-20  2.59007e-04  6.33954e-04
 7.46000e+00  1.58635e-20 -2.59070e-04 -6.30077e-04
 7.47000e+00 -1.57592e-20  2.57367e-04  6.29091e-04
 7.48000e+00  1.56724e-20 -2.55949e-04 -6.25894e-04
 7.49000e+00 -1.56562e-20  2.55685e-04  6.24297e-04
 7.50000e+00  1.54849e-20 -2.52887e-04 -6.21761e-04
 7.51000e+00 -1.55526e-20  2.53993e-04  6.19574e-04
 7.52000e+00  1.52991e-20 -2.49853e-04 -6.17675e-04
 7.53000e+00 -1.54499e-20  2.52317e-04  6.14920e-04
 7.54000e+00  1.51137e-20 -2.46825e-04 -6.13639e-04
 7.55000e+00 -1.53493e-20  2.50673e-04  6.10332e-04
 7.56000e+00  1.49275e-20 -2.43785e-04 -6.09654e-04
 7.57000e+00 -1.52515e-20  2.49076e-04  6.05805e-04
 7.58000e+00  1.47397e-20 -2.40717e-04 -6.05724e-04
 7.59000e+00 -1.51576e-20  2.47542e-04  6.01332e-04
 7.60000e+00  1.45490e-20 -2.37603e-04 -6.01853e-04
 7.61000e+00 -1.50685e-20  2.46088e-04  5.96908e-04
 7.62000e+00  1.43542e-20 -2.34421e-04 -5.98046e-04
 7.63000e+00 -1.49857e-20  2.44735e-04  5.92527e-04
 7.64000e+00  1.41537e-20 -2.31148e-04 -5.94307e-04
 7.65000e+00 -1.49104e-20  2.43506e-04  5.88181e-04
 7.66000e+00  1.39459e-20 -2.27754e-04 -5.90642e-04
 7.67000e+00 -1.48446e-20  2.42430e-04  5.83865e-04
 7.68000e+00  1.37288e-20 -2.24209e-04 -5.87055e-04
 7.69000e+00 -1.47900e-20  2.41539e-04  5.79569e-04
 7.70000e+00  1.35002e-20 -2.20475e-04 -5.83555e-04
 7.71000e+00 -1.47491e-20  2.40871e-04  5.75286e-04
 7.72000e+00  1.32572e-20 -2.16506e-04 -5.80149e-04
 7.73000e+00 -1.47248e-20  2.40475e-04  5.71002e-04
 7.74000e+00  1.29964e-20 -2.12248e-04 -5.76850e-04
 7.75000e+00 -1.47208e-20  2.40409e-04  5.66704e-04
 7.76000e+00  1.27137e-20 -2.07630e-04 -5.73672e-04
 7.77000e+00 -1.47416e-20  2.40749e-04  5.62375e-04
 7.78000e+00  1.24036e-20 -2.02566e-04 -5.70632e-04
 7.79000e+00 -1.47933e-20  2.41593e-04  5.57994e-04
 7.80000e+00  1.20591e-20 -1.96940e-04 -5.67753e-04
 7.81000e+00 -1.48836e-20  2.43068e-04  5.53534e-04
 7.82000e+00  1.16711e-20 -1.90604e-04 -5.65063e-04
 7.83000e+00 -1.50230e-20  2.45344e-04  5.48962e-04
 7.84000e+00  1.12275e-20 -1.83358e-04 -5.62602e-04
 7.85000e+00 -1.52252e-20  2.48646e-04  5.44230e-04
 7.86000e+00  1.07117e-20 -1.74935e-04 -5.60421e-04
 7.87000e+00 -1.55095e-20  2.53289e-04  5.39278e-04
 7.88000e+00  1.01010e-20 -1.64962e-04 -5.58591e-04
 7.89000e+00 -1.59025e-20  2.59708e-04  5.34021e-04
 7.90000e+00  9.36352e-21 -1.52918e-04 -5.57213e-04
 7.91000e+00 -1.64423e-20  2.68523e-04  5.28339e-04
 7.92000e+00  8.45311e-21 -1.38050e-04 -5.56427e-04
 7.93000e+00 -1.71844e-20  2.80642e-04  5.22061e-04
 7.94000e+00  7.30200e-21 -1.19251e-04 -5.56441e-04
 7.95000e+00 -1.82115e-20  2.97417e-04  5.14934e-04
 7.96000e+00  5.80769e-21 -9.48467e-05 -5.57564e-04
 7.97000e+00 -1.96508e-20  3.20922e-04  5.06575e-04
 7.98000e+00  3.81112e-21 -6.22403e-05 -5.60273e-04
 7.99000e+00 -2.17020e-20  3.54420e-04  4.96388e-04
 8.00000e+00  1.05930e-21 -1.72997e-05 -5.65315e-04
 8.01000e+00 -2.46861e-20  4.03154e-04  4.83427e-04
 8.02000e+00 -2.85696e-21  4.66577e-05 -5.73891e-04
 8.03000e+00 -2.91231e-20  4.75617e-04  4.66171e-04
 8.04000e+00 -8.59432e-21  1.40356e-04 -5.87917e-04
 8.05000e+00 -3.58263e-20  5.85089e-04  4.42247e-04
 8.06000e+00 -1.71224e-20  2.79631e-04 -6.10230e-04
 8.07000e+00 -4.58617e-20  7.48979e-04  4.08494e-04
