# Time(s)     N            E            Z
 8.08000e+00 -2.94136e-20  4.80361e-04 -6.43822e-04
 8.09000e+00 -5.96658e-20  9.74416e-04  3.63247e-04
 8.10000e+00 -4.45499e-20  7.27555e-04 -6.86875e-04
 8.11000e+00 -7.38085e-20  1.20538e-03  3.14862e-04
 8.12000e+00 -5.56644e-20  9.09069e-04 -7.22071e-04
 8.13000e+00 -7.85562e-20  1.28292e-03  2.88037e-04
 8.14000e+00 -5.32748e-20  8.70043e-04 -7.25701e-04
 8.15000e+00 -6.92685e-20  1.13124e-03  2.93224e-04
 8.16000e+00 -4.02574e-20  6.57453e-04 -7.07615e-04
 8.17000e+00 -5.46871e-20  8.93109e-04  3.05046e-04
 8.18000e+00 -2.67415e-20  4.36722e-04 -6.95881e-04
 8.19000e+00 -4.25614e-20  6.95080e-04  3.04461e-04
 8.20000e+00 -1.68509e-20  2.75197e-04 -6.94735e-04
 8.21000e+00 -3.40102e-20  5.55429e-04  3.02640e-04
 8.22000e+00 -9.89574e-21  1.61610e-04 -6.81278e-04
 8.23000e+00 -2.76043e-20  4.50812e-04  3.25503e-04
 8.24000e+00 -4.48371e-21  7.32246e-05 -6.38508e-04
 8.25000e+00 -2.24053e-20  3.65906e-04  3.72974e-04
 8.26000e+00 -1.70840e-22  2.79003e-06 -5.81790e-04
 8.27000e+00 -1.82534e-20  2.98101e-04  4.23862e-04
 8.28000e+00  3.13546e-21 -5.12059e-05 -5.29342e-04
 8.29000e+00 -1.50346e-20  2.45533e-04  4.65764e-04
 8.30000e+00  5.54190e-21 -9.05062e-05 -4.89758e-04
 8.31000e+00 -1.26911e-20  2.07262e-04  4.91189e-04
 8.32000e+00  7.07020e-21 -1.15465e-04 -4.69656e-04
 8.33000e+00 -1.11519e-20  1.82124e-04  4.96989e-04
 8.34000e+00  7.91830e-21 -1.29316e-04 -4.66049e-04
 8.35000e+00 -1.00917e-20  1.64810e-04  4.91907e-04
 8.36000e+00  8.44949e-21 -1.37991e-04 -4.67957e-04
 8.37000e+00 -9.20045e-21  1.50255e-04  4.85386e-04
 8.38000e+00  8.87335e-21 -1.44913e-04 -4.69228e-04
 8.39000e+00 -8.35703e-21  1.36481e-04  4.80577e-04
 8.40000e+00  9.24757e-21 -1.51024e-04 -4.68655e-04
 8.41000e+00 -7.53460e-21  1.23049e-04  4.77697e-04
 8.42000e+00  9.58300e-21 -1.56502e-04 -4.66500e-04
 8.43000e+00 -6.72116e-21  1.09765e-04  4.76248e-04
 8.44000e+00  9.89160e-21 -1.61542e-04 -4.63395e-04
 8.45000e+00 -5.89908e-21  9.63393e-05  4.75609e-04
 8.46000e+00  1.01876e-20 -1.66376e-04 -4.59866e-04
 8.47000e+00 -5.05158e-21  8.24986e-05  4.75419e-04
 8.48000e+00  1.04823e-20 -1.71189e-04 -4.56149e-04
 8.49000e+00 -4.16362e-21  6.79971e-05  4.75560e-04
 8.50000e+00  1.07858e-20 -1.76145e-04 -4.52314e-04
 8.51000e+00 -3.21926e-21  5.25745e-05  4.76024e-04
 8.52000e+00  1.11089e-20 -1.81421e-04 -4.48364e-04
 8.53000e+00 -2.20015e-21  3.59312e-05  4.76844e-04
 8.54000e+00  1.14640e-20 -1.87221e-04 -4.44279e-04
 8.55000e+00 -1.08447e-21  1.77108e-05  4.78082e-04
 8.56000e+00  1.18661e-20 -1.93787e-04 -4.40017e-04
 8.57000e+00  1.54240e-22 -2.51893e-06  4.79824e-04
 8.58000e+00  1.23332e-20 -2.01416e-04 -4.35522e-04
 8.59000e+00  1.54891e-21 -2.52956e-05  4.82183e-04
 8.60000e+00  1.28883e-20 -2.10482e-04 -4.30713e-04
 8.61000e+00  3.14139e-21 -5.13027e-05  4.85310e-04
 8.62000e+00  1.35612e-20 -2.21471e-04 -4.25485e-04
 8.63000e+00  4.98614e-21 -8.14299e-05  4.89400e-04
 8.64000e+00  1.43916e-20 -2.35032e-04 -4.19694e-04
 8.65000e+00  7.15567e-21 -1.16861e-04  4.94719e-04
 8.66000e+00  1.54339e-20 -2.52055e-04 -4.13139e-04
 8.67000e+00  9.74880e-21 -1.59210e-04  5.01631e-04
 8.68000e+00  1.67647e-20 -2.73789e-04 -4.05539e-04
 8.69000e+00  1.29036e-20 -2.10732e-04  5.10645e-04
 8.70000e+00  1.84948e-20 -3.02044e-04 -3.96486e-04
 8.71000e+00  1.68186e-20 -2.74669e-04  5.22493e-04
 8.72000e+00  2.07892e-20 -3.39514e-04 -3.85369e-04
 8.73000e+00  2.17881e-20 -3.55826e-04  5.38262e-04
 8.74000e+00  2.39023e-20 -3.90354e-04 -3.71248e-04
 8.75000e+00  2.82646e-20 -4.61596e-04  5.59624e-04
 8.76000e+00  2.82425e-20 -4.61234e-04 -3.52613e-04
 8.77000e+00  3.69754e-20 -6.03853e-04  5.89266e-04
 8.78000e+00  3.44973e-20 -5.63384e-04 -3.26924e-04
 8.79000e+00  4.91512e-20 -8.02700e-04  6.31739e-04
 8.80000e+00  4.38944e-20 -7.16850e-04 -2.89642e-04
 8.81000e+00  6.70173e-20 -1.09448e-03  6.95265e-04
 8.82000e+00  5.87936e-20 -9.60172e-04 -2.32045e-04
 8.83000e+00  9.49483e-20 -1.55062e-03  7.96015e-04
 8.84000e+00  8.41917e-20 -1.37495e-03 -1.35662e-04
 8.85000e+00  1.42564e-19 -2.32824e-03  9.69544e-04
 8.86000e+00  1.32163e-19 -2.15839e-03  4.41375e-05
 8.87000e+00  2.34618e-19 -3.83160e-03  1.30735e-03
 8.88000e+00  2.38067e-19 -3.88792e-03  4.38047e-04
 8.89000e+00  4.51978e-19 -7.38137e-03  2.10835e-03
 8.90000e+00  5.42753e-19 -8.86382e-03  1.56669e-03
 8.91000e+00  1.19191e-18 -1.94654e-02  4.84095e-03
 8.92000e+00  2.03902e-18 -3.32997e-02  7.09973e-03
 8.93000e+00  6.61961e-18 -1.08106e-01  2.49009e-02
 8.94000e+00  1.15629e-17 -1.88836e-01  4.23051e-02
 8.95000e+00  5.07267e-18 -8.28430e-02  1.91806e-02
 8.96000e+00  1.88351e-18 -3.07601e-02  6.52972e-03
 8.97000e+00  9.30727e-19 -1.51999e-02  3.86841e-03
 8.98000e+00  5.88600e-19 -9.61257e-03  1.74572e-03
 8.99000e+00  3.39179e-19 -5.53921e-03  1.67954e-03
 9.00000e+00  2.89337e-19 -4.72524e-03  6.41893e-04
 9.01000e+00  1.64253e-19 -2.68245e-03  1.03065e-03
 9.02000e+00  1.76336e-19 -2.87979e-03  2.26527e-04
 9.03000e+00  9.14405e-20 -1.49334e-03  7.59209e-04
 9.04000e+00  1.21611e-19 -1.98607e-03  2.65487e-05
 9.05000e+00  5.48112e-20 -8.95135e-04  6.21533e-04
 9.06000e+00  9.08496e-20 -1.48369e-03 -8.48764e-05
 9.07000e+00  3.40376e-20 -5.55877e-04  5.42480e-04
 9.08000e+00  7.17534e-20 -1.17182e-03 -1.53201e-04
 9.09000e+00  2.12436e-20 -3.46934e-04  4.92940e-04
 9.10000e+00  5.90285e-20 -9.64009e-04 -1.97994e-04
 9.11000e+00  1.28768e-20 -2.10294e-04  4.59780e-04
 9.12000e+00  5.00862e-20 -8.17970e-04 -2.28824e-04
 9.13000e+00  7.15088e-21 -1.16783e-04  4.36399e-04
 9.14000e+00  4.35367e-20 -7.11008e-04 -2.50826e-04
 9.15000e+00  3.09127e-21 -5.04843e-05  4.19194e-04
 9.16000e+00  3.85782e-20 -6.30030e-04 -2.66965e-04
 9.17000e+00  1.31012e-22 -2.13959e-06  4.06072e-04
 9.18000e+00  3.47212e-20 -5.67041e-04 -2.79047e-04
 9.19000e+00 -2.07707e-21  3.39211e-05  3.95747e-04
 9.20000e+00  3.16524e-20 -5.16923e-04 -2.88231e-04
 9.21000e+00 -3.75480e-21  6.13206e-05  3.87402e-04
 9.22000e+00  2.91634e-20 -4.76274e-04 -2.95287e-04
 9.23000e+00 -5.04907e-21  8.24576e-05  3.80491e-04
 9.24000e+00  2.71109e-20 -4.42755e-04 -3.00744e-04
 9.25000e+00 -6.06009e-21  9.89688e-05  3.74645e-04
 9.26000e+00  2.53940e-20 -4.14715e-04 -3.04977e-04
 9.27000e+00 -6.85797e-21  1.11999e-04  3.69603e-04
 9.28000e+00  2.39394e-20 -3.90960e-04 -3.08255e-04
 9.29000e+00 -7.49285e-21  1.22368e-04  3.65179e-04
 9.30000e+00  2.26932e-20 -3.70608e-04 -3.10778e-04
 9.31000e+00 -8.00126e-21  1.30671e-04  3.61239e-04
 9.32000e+00  2.16148e-20 -3.52997e-04 -3.12697e-04
 9.33000e+00 -8.41028e-21  1.37350e-04  3.57681e-04
 9.34000e+00  2.06733e-20 -3.37621e-04 -3.14125e-04
 9.35000e+00 -8.74030e-21  1.42740e-04  3.54429e-04
 9.36000e+00  1.98447e-20 -3.24089e-04 -3.15152e-04
 9.37000e+00 -9.00687e-21  1.47093e-04  3.51427e-04
 9.38000e+00  1.91101e-20 -3.12092e-04 -3.15848e-04
 9.39000e+00 -9.22204e-21  1.50607e-04  3.48628e-04
 9.40000e+00  1.84546e-20 -3.01386e-04 -3.16267e-04
 9.41000e+00 -9.39519e-21  1.53435e-04  3.45998e-04
 9.42000e+00  1.78660e-20 -2.91773e-04 -3.16453e-04
 9.43000e+00 -9.53378e-21  1.55698e-04  3.43510e-04
 9.44000e+00  1.73345e-20 -2.83095e-04 -3.16443e-04
 9.45000e+00 -9.64370e-21  1.57494e-04  3.41143e-04
 9.46000e+00  1.68523e-20 -2.75219e-04 -3.16265e-04
 9.47000e+00 -9.72973e-21  1.58899e-04  3.38878e-04
 9.48000e+00  1.64126e-20 -2.68039e-04 -3.15943e-04
 9.49000e+00 -9.79571e-21  1.59976e-04  3.36702e-04
 9.50000e+00  1.60101e-20 -2.61464e-04 -3.15498e-04
 9.51000e+00 -9.84476e-21  1.60777e-04  3.34603e-04
 9.52000e+00  1.56400e-20 -2.55420e-04 -3.14944e-04
 9.53000e+00 -9.87945e-21  1.61344e-04  3.32573e-04
 9.54000e+00  1.52985e-20 -2.49844e-04 -3.14297e-04
 9.55000e+00 -9.90187e-21  1.61710e-04  3.30603e-04
 9.56000e+00  1.49825e-20 -2.44682e-04 -3.13567e-04
 9.57000e+00 -9.91377e-21  1.61904e-04  3.28689e-04
 9.58000e+00  1.46890e-20 -2.39889e-04 -3.12763e-04
 9.59000e+00 -9.91658e-21  1.61950e-04  3.26825e-04
 9.60000e+00  1.44157e-20 -2.35427e-04 -3.11893e-04
 9.61000e+00 -9.91149e-21  1.61867e-04  3.25009e-04
 9.62000e+00  1.41607e-20 -2.31262e-04 -3.10963e-04
 9.63000e+00 -9.89947e-21  1.61671e-04  3.23238e-04
 9.64000e+00  1.39222e-20 -2.27366e-04 -3.09977e-04
 9.65000e+00 -9.88132e-21  1.61374e-04  3.21510e-04
 9.66000e+00  1.36987e-20 -2.23716e-04 -3.08938e-04
 9.67000e+00 -9.85767e-21  1.60988e-04  3.19828e-04
 9.68000e+00  1.34890e-20 -2.20292e-04 -3.07848e-04
 9.69000e+00 -9.82902e-21  1.60520e-04  3.18190e-04
 9.70000e+00  1.32920e-20 -2.17075e-04 -3.06706e-04
 9.71000e+00 -9.79570e-21  1.59976e-04  3.16602e-04
 9.72000e+00  1.31071e-20 -2.14054e-04 -3.05510e-04
 9.73000e+00 -9.75793e-21  1.59359e-04  3.15068e-04
 9.74000e+00  1.29334e-20 -2.11218e-04 -3.04254e-04
 9.75000e+00 -9.71574e-21  1.58670e-04  3.13597e-04
 9.76000e+00  1.27706e-20 -2.08560e-04 -3.02931e-04
 9.77000e+00 -9.66901e-21  1.57907e-04  3.12200e-04
 9.78000e+00  1.26186e-20 -2.06078e-04 -3.01527e-04
 9.79000e+00 -9.61737e-21  1.57064e-04  3.10895e-04
 9.80000e+00  1.24775e-20 -2.03773e-04 -3.00022e-04
 9.81000e+00 -9.56017e-21  1.56129e-04  3.09706e-04
 9.82000e+00  1.23477e-20 -2.01654e-04 -2.98388e-04
 9.83000e+00 -9.49635e-21  1.55087e-04  3.08669e-04
 9.84000e+00  1.22303e-20 -1.99737e-04 -2.96585e-04
 9.85000e+00 -9.42435e-21  1.53911e-04  3.07833e-04
 9.86000e+00  1.21269e-20 -1.98047e-04 -2.94554e-04
 9.87000e+00 -9.34197e-21  1.52566e-04  3.07264e-04
 9.88000e+00  1.20396e-20 -1.96621e-04 -2.92223e-04
 9.89000e+00 -9.24644e-21  1.51006e-04  3.07046e-04
 9.90000e+00  1.19711e-20 -1.95504e-04 -2.89504e-04
 9.91000e+00 -9.13496e-21  1.49185e-04  3.07258e-04
 9.92000e+00  1.19235e-20 -1.94725e-04 -2.86338e-04
 9.93000e+00 -9.00687e-21  1.47093e-04  3.07917e-04
 9.94000e+00  1.18944e-20 -1.94250e-04 -2.82796e-04
 9.95000e+00 -8.86848e-21  1.44833e-04  3.08821e-04
 9.96000e+00  1.18714e-20 -1.93875e-04 -2.79256e-04
 9.97000e+00 -8.73883e-21  1.42716e-04  3.09384e-04
 9.98000e+00  1.18294e-20 -1.93189e-04 -2.76487e-04
 9.99000e+00 -8.64534e-21  1.41189e-04  3.08765e-04
 1.00000e+01  1.17445e-20 -1.91802e-04 -2.75219e-04
 1.00100e+01 -8.60115e-21  1.40467e-04  3.06556e-04
 1.00200e+01  1.16181e-20 -1.89739e-04 -2.75409e-04
 1.00300e+01 -8.59087e-21  1.40300e-04  3.03225e-04
 1.00400e+01  1.14736e-20 -1.87378e-04 -2.76325e-04
 1.00500e+01 -8.59075e-21  1.40298e-04  2.99543e-04
 1.00600e+01  1.13285e-20 -1.85009e-04 -2.77346e-04
 1.00700e+01 -8.59186e-21  1.40316e-04  2.95898e-04
 1.00800e+01  1.11836e-20 -1.82642e-04 -2.78313e-04
 1.00900e+01 -8.59805e-21  1.40417e-04  2.92292e-04
 1.01000e+01  1.10346e-20 -1.80209e-04 -2.79281e-04
 1.01100e+01 -8.61036e-21  1.40618e-04  2.88692e-04
 1.01200e+01  1.08849e-20 -1.77763e-04 -2.80221e-04
 1.01300e+01 -8.62173e-21  1.40804e-04  2.85185e-04
 1.01400e+01  1.07428e-20 -1.75444e-04 -2.81016e-04
 1.01500e+01 -8.62402e-21  1.40841e-04  2.81894e-04
 1.01600e+01  1.06148e-20 -1.73353e-04 -2.81559e-04
 1.01700e+01 -8.61294e-21  1.40660e-04  2.78897e-04
 1.01800e+01  1.05030e-20 -1.71528e-04 -2.81807e-04
 1.01900e+01 -8.58808e-21  1.40254e-04  2.76195e-04
 1.02000e+01  1.04063e-20 -1.69947e-04 -2.81803e-04
 1.02100e+01 -8.55171e-21  1.39660e-04  2.73709e-04
 1.02200e+01  1.03214e-20 -1.68562e-04 -2.81652e-04
 1.02300e+01 -8.50700e-21  1.38930e-04  2.71327e-04
 1.02400e+01  1.02456e-20 -1.67323e-04 -2.81450e-04
 1.02500e+01 -8.45638e-21  1.38103e-04  2.68979e-04
 1.02600e+01  1.01767e-20 -1.66197e-04 -2.81245e-04
 1.02700e+01 -8.40123e-21  1.37203e-04  2.66633e-04
 1.02800e+01  1.01138e-20 -1.65170e-04 -2.81061e-04
 1.02900e+01 -8.34209e-21  1.36237e-04  2.64261e-04
 1.03000e+01  1.00566e-20 -1.64237e-04 -2.80938e-04
 1.03100e+01 -8.27892e-21  1.35205e-04  2.61813e-04
 1.03200e+01  1.00053e-20 -1.63399e-04 -2.80931e-04
 1.03300e+01 -8.21144e-21  1.34103e-04  2.59232e-04
 1.03400e+01  9.96015e-21 -1.62662e-04 -2.81094e-04
 1.03500e+01 -8.13916e-21  1.32923e-04  2.56471e-04
 1.03600e+01  9.92170e-21 -1.62034e-04 -2.81471e-04
 1.03700e+01 -8.06146e-21  1.31654e-04  2.53484e-04
 1.03800e+01  9.89059e-21 -1.61526e-04 -2.82110e-04
 1.03900e+01 -7.97752e-21  1.30283e-04  2.50224e-04
 1.04000e+01  9.86774e-21 -1.61152e-04 -2.83062e-04
 1.04100e+01 -7.88623e-21  1.28792e-04  2.46629e-04
 1.04200e+01  9.85435e-21 -1.60934e-04 -2.84398e-04
 1.04300e+01 -7.78616e-21  1.27158e-04  2.42621e-04
 1.04400e+01  9.85205e-21 -1.60896e-04 -2.86206e-04
 1.04500e+01 -7.67537e-21  1.25348e-04  2.38097e-04
 1.04600e+01  9.86301e-21 -1.61075e-04 -2.88607e-04
 1.04700e+01 -7.55132e-21  1.23322e-04  2.32918e-04
 1.04800e+01  9.89014e-21 -1.61518e-04 -2.91759e-04
 1.04900e+01 -7.41059e-21  1.21024e-04  2.26901e-04
 1.05000e+01  9.93736e-21 -1.62289e-04 -2.95878e-04
 1.05100e+01 -7.24859e-21  1.18378e-04  2.19793e-04
 1.05200e+01  1.00100e-20 -1.63476e-04 -3.01262e-04
 1.05300e+01 -7.05893e-21  1.15281e-04  2.11241e-04
 1.05400e+01  1.01156e-20 -1.65201e-04 -3.08327e-04
 1.05500e+01 -6.83271e-21  1.11587e-04  2.00749e-04
 1.05600e+01  1.02648e-20 -1.67637e-04 -3.17673e-04
 1.05700e+01 -6.55711e-21  1.07086e-04  1.87590e-04
 1.05800e+01  1.04730e-20 -1.71037e-04 -3.30183e-04
 1.05900e+01 -6.21326e-21  1.01470e-04  1.70683e-04
 1.06000e+01  1.07634e-20 -1.75779e-04 -3.47192e-04
 1.06100e+01 -5.77250e-21  9.42721e-05  1.48363e-04
 1.06200e+01  1.11717e-20 -1.82447e-04 -3.70794e-04
 1.06300e+01 -5.18971e-21  8.47545e-05  1.17974e-04
 1.06400e+01  1.17553e-20 -1.91978e-04 -4.04393e-04
 1.06500e+01 -4.39092e-21  7.17091e-05  7.51016e-05
 1.06600e+01  1.26106e-20 -2.05947e-04 -4.53784e-04
 1.06700e+01 -3.24872e-21  5.30557e-05  1.20434e-05
 1.06800e+01  1.39084e-20 -2.27142e-04 -5.29351e-04
 1.06900e+01 -1.53093e-21  2.50019e-05 -8.54182e-05
 1.07000e+01  1.59697e-20 -2.60805e-04 -6.50872e-04
 1.07100e+01  1.21410e-21 -1.98278e-05 -2.45259e-04
 1.07200e+01  1.94406e-20 -3.17489e-04 -8.58588e-04
 1.07300e+01  5.92591e-21 -9.67775e-05 -5.26267e-04
 1.07400e+01  2.57032e-20 -4.19765e-04 -1.23933e-03
 1.07500e+01  1.46392e-20 -2.39076e-04 -1.05671e-03
 1.07600e+01  3.76790e-20 -6.15345e-04 -1.97768e-03
 1.07700e+01  3.11857e-20 -5.09301e-04 -2.07859e-03
 1.07800e+01  5.90831e-20 -9.64900e-04 -3.30606e-03
 1.07900e+01  5.52011e-20 -9.01503e-04 -3.55772e-03
 1.08000e+01  7.76162e-20 -1.26757e-03 -4.41464e-03
 1.08100e+01  5.82137e-20 -9.50702e-04 -3.63266e-03
 1.08200e+01  6.27586e-20 -1.02493e-03 -3.30009e-03
 1.08300e+01  3.41597e-20 -5.57870e-04 -1.86649e-03
 1.08400e+01  3.88557e-20 -6.34562e-04 -1.46978e-03
 1.08500e+01  1.46522e-20 -2.39288e-04 -2.06944e-04
 1.08600e+01  2.36653e-20 -3.86484e-04  5.64197e-05
 1.08700e+01  2.83168e-21 -4.62449e-05  1.27695e-03
 1.08800e+01  1.41367e-20 -2.30870e-04  1.50106e-03
 1.08900e+01 -4.37498e-21  7.14488e-05  2.44722e-03
 1.09000e+01  9.53273e-21 -1.55681e-04  2.01418e-03
 1.09100e+01 -6.19950e-21  1.01245e-04  2.15935e-03
 1.09200e+01  9.35630e-21 -1.52800e-04  1.24125e-03
 1.09300e+01 -5.72326e-21  9.34680e-05  1.31903e-03
 1.09400e+01  9.70012e-21 -1.58415e-04  5.53255e-04
 1.09500e+01 -5.50002e-21  8.98221e-05  8.11386e-04
 1.09600e+01  9.66941e-21 -1.57913e-04  1.95396e-04
 1.09700e+01 -5.56147e-21  9.08257e-05  5.57081e-04
 1.09800e+01  9.46499e-21 -1.54575e-04  1.60293e-05
 1.09900e+01 -5.71561e-21  9.33430e-05  4.25547e-04
 1.10000e+01  9.22089e-21 -1.50589e-04 -7.88260e-05
 1.10100e+01 -5.87897e-21  9.60108e-05  3.52863e-04
 1.10200e+01  8.98598e-21 -1.46752e-04 -1.32084e-04
 1.10300e+01 -6.02441e-21  9.83860e-05  3.10077e-04
 1.10400e+01  8.77421e-21 -1.43294e-04 -1.63522e-04
 1.10500e+01 -6.14578e-21  1.00368e-04  2.83474e-04
 1.10600e+01  8.58716e-21 -1.40239e-04 -1.82804e-04
 1.10700e+01 -6.24406e-21  1.01973e-04  2.66138e-04
 1.10800e+01  8.42251e-21 -1.37550e-04 -1.94954e-04
 1.10900e+01 -6.32224e-21  1.03250e-04  2.54368e-04
 1.11000e+01  8.27698e-21 -1.35173e-04 -2.02735e-04
 1.11100e+01 -6.38357e-21  1.04252e-04  2.46077e-04
 1.11200e+01  8.14744e-21 -1.33058e-04 -2.07738e-04
 1.11300e+01 -6.43099e-21  1.05026e-04  2.40037e-04
 1.11400e+01  8.03116e-21 -1.31159e-04 -2.10923e-04
 1.11500e+01 -6.46697e-21  1.05614e-04  2.35496e-04
 1.11600e+01  7.92591e-21 -1.29440e-04 -2.12883e-04
 1.11700e+01 -6.49355e-21  1.06048e-04  2.31979e-04
 1.11800e+01  7.82983e-21 -1.27871e-04 -2.14002e-04
 1.11900e+01 -6.51237e-21  1.06355e-04  2.29176e-04
 1.12000e+01  7.74145e-21 -1.26427e-04 -2.14530e-04
 1.12100e+01 -6.52475e-21  1.06557e-04  2.26881e-04
 1.12200e+01  7.65955e-21 -1.25090e-04 -2.14639e-04
 1.12300e+01 -6.53177e-21  1.06672e-04  2.24954e-04
 1.12400e+01  7.58317e-21 -1.23843e-04 -2.14444e-04
 1.12500e+01 -6.53431e-21  1.06713e-04  2.23297e-04
 1.12600e+01  7.51150e-21 -1.22672e-04 -2.14027e-04
 1.12700e+01 -6.53308e-21  1.06693e-04  2.21842e-04
 1.12800e+01  7.44390e-21 -1.21568e-04 -2.13446e-04
 1.12900e+01 -6.52865e-21  1.06621e-04  2.20540e-04
 1.13000e+01  7.37984e-21 -1.20522e-04 -2.12743e-04
 1.13100e+01 -6.52151e-21  1.06504e-04  2.19354e-04
 1.13200e+01  7.31887e-21 -1.19526e-04 -2.11948e-04
 1.13300e+01 -6.51205e-21  1.06350e-04  2.18259e-04
 1.13400e+01  7.26063e-21 -1.18575e-04 -2.11085e-04
 1.13500e+01 -6.50058e-21  1.06163e-04  2.17235e-04
 1.13600e+01  7.20483e-21 -1.17664e-04 -2.10170e-04
 1.13700e+01 -6.48737e-21  1.05947e-04  2.16268e-04
 1.13800e+01  7.15123e-21 -1.16788e-04 -2.09215e-04
 1.13900e+01 -6.47265e-21  1.05706e-04  2.15347e-04
 1.14000e+01  7.09962e-21 -1.15946e-04 -2.08230e-04
 1.14100e+01 -6.45657e-21  1.05444e-04  2.14463e-04
 1.14200e+01  7.04984e-21 -1.15133e-04 -2.07223e-04
 1.14300e+01 -6.43927e-21  1.05161e-04  2.13611e-04
 1.14400e+01  7.00178e-21 -1.14348e-04 -2.06198e-04
 1.14500e+01 -6.42086e-21  1.04861e-04  2.12785e-04
 1.14600e+01  6.95536e-21 -1.13590e-04 -2.05160e-04
 1.14700e+01 -6.40138e-21  1.04543e-04  2.11982e-04
 1.14800e+01  6.91052e-21 -1.12857e-04 -2.04113e-04
 1.14900e+01 -6.38088e-21  1.04208e-04  2.11199e-04
 1.15000e+01  6.86726e-21 -1.12151e-04 -2.03057e-04
 1.15100e+01 -6.35932e-21  1.03856e-04  2.10434e-04
 1.15200e+01  6.82561e-21 -1.11471e-04 -2.01996e-04
 1.15300e+01 -6.33666e-21  1.03485e-04  2.09687e-04
 1.15400e+01  6.78565e-21 -1.10818e-04 -2.00931e-04
 1.15500e+01 -6.31277e-21  1.03095e-04  2.08955e-04
 1.15600e+01  6.74752e-21 -1.10195e-04 -1.99861e-04
 1.15700e+01 -6.28749e-21  1.02683e-04  2.08239e-04
 1.15800e+01  6.71142e-21 -1.09606e-04 -1.98788e-04
 1.15900e+01 -6.26058e-21  1.02243e-04  2.07538e-04
 1.16000e+01  6.67764e-21 -1.09054e-04 -1.97711e-04
 1.16100e+01 -6.23170e-21  1.01771e-04  2.06853e-04
 1.16200e+01  6.64651e-21 -1.08546e-04 -1.96630e-04
 1.16300e+01 -6.20052e-21  1.01262e-04  2.06184e-04
 1.16400e+01  6.61840e-21 -1.08087e-04 -1.95545e-04
 1.16500e+01 -6.16669e-21  1.00710e-04  2.05532e-04
 1.16600e+01  6.59353e-21 -1.07681e-04 -1.94455e-04
 1.16700e+01 -6.13016e-21  1.00113e-04  2.04895e-04
 1.16800e+01  6.57172e-21 -1.07324e-04 -1.93363e-04
 1.16900e+01 -6.09149e-21  9.94816e-05  2.04272e-04
 1.17000e+01  6.55185e-21 -1.07000e-04 -1.92272e-04
 1.17100e+01 -6.05250e-21  9.88448e-05  2.03657e-04
 1.17200e+01  6.53128e-21 -1.06664e-04 -1.91192e-04
 1.17300e+01 -6.01669e-21  9.82600e-05  2.03038e-04
 1.17400e+01  6.50577e-21 -1.06247e-04 -1.90135e-04
 1.17500e+01 -5.98870e-21  9.78028e-05  2.02401e-04
 1.17600e+01  6.47087e-21 -1.05677e-04 -1.89114e-04
 1.17700e+01 -5.97207e-21  9.75314e-05  2.01736e-04
 1.17800e+01  6.42458e-21 -1.04921e-04 -1.88135e-04
 1.17900e+01 -5.96687e-21  9.74464e-05  2.01046e-04
 1.18000e+01  6.36882e-21 -1.04011e-04 -1.87187e-04
 1.18100e+01 -5.96956e-21  9.74903e-05  2.00348e-04
 1.18200e+01  6.30808e-21 -1.03019e-04 -1.86247e-04
 1.18300e+01 -5.97538e-21  9.75854e-05  1.99668e-04
 1.18400e+01  6.24679e-21 -1.02018e-04 -1.85290e-04
 1.18500e+01 -5.98066e-21  9.76716e-05  1.99030e-04
 1.18600e+01  6.18775e-21 -1.01054e-04 -1.84299e-04
 1.18700e+01 -5.98348e-21  9.77176e-05  1.98444e-04
 1.18800e+01  6.13207e-21 -1.00144e-04 -1.83267e-04
 1.18900e+01 -5.98333e-21  9.77152e-05  1.97910e-04
 1.19000e+01  6.07984e-21 -9.92913e-05 -1.82202e-04
 1.19100e+01 -5.98041e-21  9.76675e-05  1.97416e-04
 1.19200e+01  6.03075e-21 -9.84896e-05 -1.81118e-04
 1.19300e+01 -5.97505e-21  9.75799e-05  1.96952e-04
 1.19400e+01  5.98449e-21 -9.77341e-05 -1.80023e-04
 1.19500e+01 -5.96757e-21  9.74578e-05  1.96509e-04
 1.19600e+01  5.94066e-21 -9.70183e-05 -1.78922e-04
 1.19700e+01 -5.95846e-21  9.73091e-05  1.96085e-04
 1.19800e+01  5.89870e-21 -9.63330e-05 -1.77819e-04
 1.19900e+01 -5.94841e-21  9.71449e-05  1.95678e-04
 1.20000e+01  5.85785e-21 -9.56660e-05 -1.76716e-04
 1.20100e+01 -5.93816e-21  9.69775e-05  1.95286e-04
 1.20200e+01  5.81742e-21 -9.50057e-05 -1.75613e-04
 1.20300e+01 -5.92836e-21  9.68174e-05  1.94910e-04
 1.20400e+01  5.77686e-21 -9.43434e-05 -1.74510e-04
 1.20500e+01 -5.91944e-21  9.66717e-05  1.94549e-04
 1.20600e+01  5.73585e-21 -9.36736e-05 -1.73408e-04
 1.20700e+01 -5.91166e-21  9.65448e-05  1.94206e-04
 1.20800e+01  5.69419e-21 -9.29932e-05 -1.72303e-04
 1.20900e+01 -5.90518e-21  9.64389e-05  1.93883e-04
 1.21000e+01  5.65177e-21 -9.23005e-05 -1.71194e-04
 1.21100e+01 -5.90012e-21  9.63562e-05  1.93583e-04
 1.21200e+01  5.60846e-21 -9.15931e-05 -1.70078e-04
